Наименование,Регистрационный номер,Дата регистрации,Статус,Регион регистрации,Организационно-правовая форма,Год,"Валовая прибыль (убыток), RUB","Всего использовано средств, RUB","Всего поступило средств, RUB","Выручка, RUB","Дебиторская задолженность, RUB","Денежные средства и денежные эквиваленты, RUB","Доходы от участия в других организациях, RUB","Заёмные средства (краткосрочные), RUB","Капитал и резервы, RUB","Коммерческие расходы, RUB","Кредиторская задолженность, RUB","Остаток средств на конец отчетного года, RUB","Пассивы всего, RUB","Прибыль (убыток) до налогообложения , RUB","Прибыль (убыток) от продажи, RUB","Прибыль от приносящей доход деятельности, RUB","Приобретение основных средств, инвентаря и иного имущества, RUB","Проценты к получению, RUB","Проценты к уплате, RUB","Прочие доходы, RUB","Прочие расходы, RUB","Расходы на содержание аппарата управления, RUB","Расходы на целевые мероприятия, RUB","Себестоимость продаж, RUB",Среднесписочная численность работников,"Текущий налог на прибыль, RUB","Управленческие расходы, RUB","Чистая прибыль (убыток), RUB",численность_доп_признак,численность_новая
"ОПЕРА ДОБРА, БФ",1197700004655.0,2019-03-27 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ОПЕРА ДОБРА, БФ",1197700004655.0,2019-03-27 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"КРЕМЛЕВСКИЕ ЗВЕЗДЫ, ФОНД",1197700004688.0,2019-03-27 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"КРЕМЛЕВСКИЕ ЗВЕЗДЫ, ФОНД",1197700004688.0,2019-03-27 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"КРЕМЛЕВСКИЕ ЗВЕЗДЫ, ФОНД",1197700004688.0,2019-03-27 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"КРЕМЛЕВСКИЕ ЗВЕЗДЫ, ФОНД",1197700004688.0,2019-03-27 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"КРЕМЛЕВСКИЕ ЗВЕЗДЫ, ФОНД",1197700004688.0,2019-03-27 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДОМАШНИЙ КОТ, БФ",1197700004831.0,2019-03-28 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДОМАШНИЙ КОТ, БФ",1197700004831.0,2019-03-28 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДОМАШНИЙ КОТ, БФ",1197700004831.0,2019-03-28 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДОМАШНИЙ КОТ, БФ",1197700004831.0,2019-03-28 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДОМАШНИЙ КОТ, БФ",1197700004831.0,2019-03-28 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДАРИ НАДЕЖДУ, БФ",1197700004886.0,2019-03-28 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДАРИ НАДЕЖДУ, БФ",1197700004886.0,2019-03-28 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДАРИ НАДЕЖДУ, БФ",1197700004886.0,2019-03-28 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,4222000.0,6542000.0,,1895000.0,527000.0,,,2320000.0,,60000.0,2320000.0,2421000.0,,,,260000.0,,,,,763000.0,3145000.0,,,,,,,
"ДАРИ НАДЕЖДУ, БФ",1197700004886.0,2019-03-28 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,13671000.0,13411000.0,,113000.0,2106000.0,,,2060000.0,,50000.0,2060000.0,2296000.0,-37000.0,-287000.0,,68000.0,,,522000.0,272000.0,2139000.0,11420000.0,,,-5000.0,287000.0,-42000.0,,
"ДАРИ НАДЕЖДУ, БФ",1197700004886.0,2019-03-28 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,8066000.0,8002000.0,,114000.0,2394000.0,,,1992000.0,,151000.0,1996000.0,2545000.0,,,,29000.0,,,12000.0,12000.0,1435000.0,6565000.0,,,-5000.0,,-5000.0,,
БФ ПРИ БОЧЧА,1197700004963.0,2019-04-02 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
БФ ПРИ БОЧЧА,1197700004963.0,2019-04-02 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
БФ ПРИ БОЧЧА,1197700004963.0,2019-04-02 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,3000.0,300000.0,,,297000.0,,,297000.0,,,297000.0,297000.0,,,,,,,,,3000.0,,,,,,,,
БФ ПРИ БОЧЧА,1197700004963.0,2019-04-02 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,301000.0,5000.0,,,1000.0,,,1000.0,,,1000.0,1000.0,,,,,,,,,,297000.0,,,,,,,
БФ ПРИ БОЧЧА,1197700004963.0,2019-04-02 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,1028000.0,1031000.0,,,6000.0,,,4000.0,,2000.0,4000.0,6000.0,,,,,,,,,11000.0,994000.0,,,,,,,
"ЛИНАРО. СПАСЕНИЕ И ПОМОЩЬ ЛОШАДЯМ, БФ",1197700005161.0,2019-04-03 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЛИНАРО. СПАСЕНИЕ И ПОМОЩЬ ЛОШАДЯМ, БФ",1197700005161.0,2019-04-03 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЛИНАРО. СПАСЕНИЕ И ПОМОЩЬ ЛОШАДЯМ, БФ",1197700005161.0,2019-04-03 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,9000.0,11000.0,,,1000.0,,,,,,2000.0,1000.0,,,,,,,,,9000.0,,,,,,,,
"ЛИНАРО. СПАСЕНИЕ И ПОМОЩЬ ЛОШАДЯМ, БФ",1197700005161.0,2019-04-03 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,2000.0,3000.0,,2000.0,,,,,,,3000.0,2000.0,,,,,,,,,2000.0,,,,,,,,
"ЛИНАРО. СПАСЕНИЕ И ПОМОЩЬ ЛОШАДЯМ, БФ",1197700005161.0,2019-04-03 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,700000.0,737000.0,,,39000.0,,,,,,40000.0,39000.0,,,,,,,,,46000.0,654000.0,,,,,,,
"АЛЕКСЕЯ НЕМОВА, ФОНД",1197700005403.0,2019-04-12 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"АЛЕКСЕЯ НЕМОВА, ФОНД",1197700005403.0,2019-04-12 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"АЛЕКСЕЯ НЕМОВА, ФОНД",1197700005403.0,2019-04-12 00:00:00,Действующая,Москва,Благотворительные фонды,2019,4066000.0,,31633000.0,6528000.0,529000.0,341000.0,,,51000.0,,819000.0,51000.0,870000.0,4066000.0,4066000.0,3253000.0,,,,,,,,2462000.0,,,,3253000.0,,
"АЛЕКСЕЯ НЕМОВА, ФОНД",1197700005403.0,2019-04-12 00:00:00,Действующая,Москва,Благотворительные фонды,2020,820000.0,18595000.0,19120000.0,7943000.0,349000.0,776000.0,,,576000.0,,549000.0,576000.0,1125000.0,816000.0,820000.0,652000.0,,,,,4000.0,752000.0,17843000.0,7123000.0,,-164000.0,,652000.0,,
"АЛЕКСЕЯ НЕМОВА, ФОНД",1197700005403.0,2019-04-12 00:00:00,Действующая,Москва,Благотворительные фонды,2021,1653000.0,,23222000.0,2194000.0,1000.0,1492000.0,,,1304000.0,,189000.0,1304000.0,1493000.0,1653000.0,1653000.0,1521000.0,,,,,,,,541000.0,,-132000.0,,1521000.0,,
"ДОМ СЛЕПОГЛУХИХ, БФ",1197700005733.0,2019-04-16 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДОМ СЛЕПОГЛУХИХ, БФ",1197700005733.0,2019-04-16 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДОМ СЛЕПОГЛУХИХ, БФ",1197700005733.0,2019-04-16 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,449000.0,642000.0,,,198000.0,,,194000.0,,4000.0,194000.0,198000.0,,,,,,,,,31000.0,288000.0,,,,,,,
"ДОМ СЛЕПОГЛУХИХ, БФ",1197700005733.0,2019-04-16 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,4784000.0,12001000.0,,240000.0,7183000.0,,,7410000.0,,,7410000.0,7423000.0,,,,,,,,,430000.0,3673000.0,,,,,,,
"ДОМ СЛЕПОГЛУХИХ, БФ",1197700005733.0,2019-04-16 00:00:00,Действующая,Москва,Благотворительные фонды,2021,448000.0,13987000.0,13654000.0,606000.0,35000.0,6979000.0,,,7612000.0,,18000.0,7077000.0,7670000.0,448000.0,448000.0,430000.0,7148000.0,,,,,788000.0,6028000.0,158000.0,,,,430000.0,,
"БЛАГОДАРЕНИЕ ДЕТЯМ, БФ",1197700005777.0,2019-04-16 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БЛАГОДАРЕНИЕ ДЕТЯМ, БФ",1197700005777.0,2019-04-16 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БЛАГОДАРЕНИЕ ДЕТЯМ, БФ",1197700005777.0,2019-04-16 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БЛАГОДАРЕНИЕ ДЕТЯМ, БФ",1197700005777.0,2019-04-16 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БЛАГОДАРЕНИЕ ДЕТЯМ, БФ",1197700005777.0,2019-04-16 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,1000.0,2000.0,,,1000.0,,,,,,1000.0,1000.0,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ВАЛЕРИЯ ХАЛИЛОВА,1197700005920.0,2019-04-17 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ВАЛЕРИЯ ХАЛИЛОВА,1197700005920.0,2019-04-17 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ВАЛЕРИЯ ХАЛИЛОВА,1197700005920.0,2019-04-17 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,19000.0,27000.0,,71000.0,8000.0,,,8000.0,,,8000.0,79000.0,,,,17000.0,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ВАЛЕРИЯ ХАЛИЛОВА,1197700005920.0,2019-04-17 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,139000.0,541000.0,,455000.0,414000.0,,,451000.0,,48000.0,409000.0,982000.0,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ВАЛЕРИЯ ХАЛИЛОВА,1197700005920.0,2019-04-17 00:00:00,Действующая,Москва,Благотворительные фонды,2021,218000.0,6993000.0,19977000.0,218000.0,1464000.0,12143000.0,,,13035000.0,,102000.0,12993000.0,13720000.0,218000.0,218000.0,218000.0,44000.0,,,41000.0,41000.0,2056000.0,4386000.0,,,-4000.0,,218000.0,,
"СОЗДАНА СИЯТЬ, БФ",1197700006074.0,2019-04-19 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СОЗДАНА СИЯТЬ, БФ",1197700006074.0,2019-04-19 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СОЗДАНА СИЯТЬ, БФ",1197700006074.0,2019-04-19 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СОЗДАНА СИЯТЬ, БФ",1197700006074.0,2019-04-19 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СОЗДАНА СИЯТЬ, БФ",1197700006074.0,2019-04-19 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"НА СЧАСТЬЕ, БФ",1197700006085.0,2019-04-19 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"НА СЧАСТЬЕ, БФ",1197700006085.0,2019-04-19 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"НА СЧАСТЬЕ, БФ",1197700006085.0,2019-04-19 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,460000.0,6732000.0,,,6272000.0,,,,,,6272000.0,6272000.0,,,,,,,,,460000.0,,,,,,,,
"НА СЧАСТЬЕ, БФ",1197700006085.0,2019-04-19 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,47000.0,20000.0,,,6245000.0,,,,,,6245000.0,6245000.0,,,,,,,,,47000.0,,,,,,,,
"НА СЧАСТЬЕ, БФ",1197700006085.0,2019-04-19 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,21000.0,50000.0,,,6244000.0,,,,,,6274000.0,6244000.0,,,,,,,,,21000.0,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ГЛЕБА ДЖУМАГАЛИЕВА,1197700006261.0,2019-04-19 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ГЛЕБА ДЖУМАГАЛИЕВА,1197700006261.0,2019-04-19 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ГЛЕБА ДЖУМАГАЛИЕВА,1197700006261.0,2019-04-19 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,2435000.0,4085000.0,,855000.0,505000.0,,,1650000.0,,8000.0,1650000.0,1657000.0,-19000.0,,,12000.0,,,6000.0,25000.0,669000.0,1634000.0,,,,,-19000.0,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ГЛЕБА ДЖУМАГАЛИЕВА,1197700006261.0,2019-04-19 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,3862000.0,5009000.0,,653000.0,2153000.0,,,2797000.0,,11000.0,2797000.0,2808000.0,,,,,,,,,1239000.0,2596000.0,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ГЛЕБА ДЖУМАГАЛИЕВА,1197700006261.0,2019-04-19 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,4095000.0,2901000.0,,96000.0,1556000.0,,,1603000.0,,49000.0,1603000.0,1652000.0,,,,,,,,,1251000.0,2496000.0,,,,,,,
"БЛАГО ДАРИ МИРУ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700006360.0,2019-04-23 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БЛАГО ДАРИ МИРУ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700006360.0,2019-04-23 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БЛАГО ДАРИ МИРУ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700006360.0,2019-04-23 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,,,,,9000.0,,,9000.0,,,,9000.0,-2000.0,,,,,,,2000.0,,,,,,,-2000.0,,
"БЛАГО ДАРИ МИРУ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700006360.0,2019-04-23 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,2490000.0,2482000.0,,14000.0,1873000.0,,,,,1725000.0,,1926000.0,,,,,,,,,,2490000.0,,,,,,,
"БЛАГО ДАРИ МИРУ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700006360.0,2019-04-23 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,807000.0,960000.0,,178000.0,744000.0,,,376000.0,,758000.0,382000.0,1135000.0,,,,,,,,,479000.0,,,,,,,,
"ДОБРО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700006393.0,2019-04-24 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДОБРО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700006393.0,2019-04-24 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДОБРО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700006393.0,2019-04-24 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДОБРО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700006393.0,2019-04-24 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ДОБРО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700006393.0,2019-04-24 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МЫ С ВАМИ, ФОНД",1197700006514.0,2019-04-24 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МЫ С ВАМИ, ФОНД",1197700006514.0,2019-04-24 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МЫ С ВАМИ, ФОНД",1197700006514.0,2019-04-24 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,113000.0,216000.0,,22000.0,157000.0,,2000.0,102000.0,,25000.0,102000.0,179000.0,,,,,,,,,73000.0,40000.0,,,,,,,
"МЫ С ВАМИ, ФОНД",1197700006514.0,2019-04-24 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,38000.0,,,22000.0,122000.0,,5000.0,64000.0,,25000.0,64000.0,144000.0,,,,,,,,,18000.0,20000.0,,,,,,,
"МЫ С ВАМИ, ФОНД",1197700006514.0,2019-04-24 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,8000.0,,,38000.0,102000.0,,,56000.0,,34000.0,56000.0,140000.0,,,,,,,,,8000.0,,,,,,,,
"СМЛА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ И СОЗИДАНИЯ",1197700006536.0,2019-04-26 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СМЛА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ И СОЗИДАНИЯ",1197700006536.0,2019-04-26 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СМЛА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ И СОЗИДАНИЯ",1197700006536.0,2019-04-26 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"СМЛА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ И СОЗИДАНИЯ",1197700006536.0,2019-04-26 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,297000.0,327000.0,,10000.0,31000.0,,,,,,30000.0,41000.0,,,,,,,,,,297000.0,,,,,,,
"СМЛА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ И СОЗИДАНИЯ",1197700006536.0,2019-04-26 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,319000.0,292000.0,,10000.0,3000.0,,,,,,3000.0,13000.0,,,,,,,,,68000.0,251000.0,,,,,,,
"МАРТИН И КО, БФ",1197700006690.0,2019-04-29 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАРТИН И КО, БФ",1197700006690.0,2019-04-29 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАРТИН И КО, БФ",1197700006690.0,2019-04-29 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАРТИН И КО, БФ",1197700006690.0,2019-04-29 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАРТИН И КО, БФ",1197700006690.0,2019-04-29 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФОН МЕКК, ФОНД",1197700006822.0,2019-05-07 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФОН МЕКК, ФОНД",1197700006822.0,2019-05-07 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФОН МЕКК, ФОНД",1197700006822.0,2019-05-07 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,1000.0,10000.0,,,9000.0,,,9000.0,,,9000.0,9000.0,,,,,,,,,1000.0,,,,,,,,
"ФОН МЕКК, ФОНД",1197700006822.0,2019-05-07 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,961000.0,956000.0,,,4000.0,,,4000.0,,,4000.0,4000.0,-5000.0,,,,,,,5000.0,,961000.0,,,,,-5000.0,,
"ФОН МЕКК, ФОНД",1197700006822.0,2019-05-07 00:00:00,Действующая,Москва,Благотворительные фонды,2021,20000.0,34000.0,179000.0,20000.0,,149000.0,,,149000.0,,,149000.0,149000.0,7000.0,20000.0,19000.0,,,,,13000.0,,34000.0,,,,,7000.0,,
"ПЕРЕЗВОН, БФ",1197700006844.0,2019-05-07 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕРЕЗВОН, БФ",1197700006844.0,2019-05-07 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕРЕЗВОН, БФ",1197700006844.0,2019-05-07 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,4478000.0,4660000.0,,,198000.0,,,192000.0,,6000.0,182000.0,198000.0,,,,,,,,,44000.0,4434000.0,,,,,,,
"ПЕРЕЗВОН, БФ",1197700006844.0,2019-05-07 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,8369000.0,8200000.0,,,27000.0,,,27000.0,,,14000.0,27000.0,-1988000.0,-58000.0,,,,,,1930000.0,92000.0,8277000.0,,,,58000.0,-1988000.0,,
"ПЕРЕЗВОН, БФ",1197700006844.0,2019-05-07 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,,,,3000.0,97000.0,,,,,,,101000.0,,,,,,,,,,,,,,,,,
"770, БФ",1197700007042.0,2019-05-08 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"770, БФ",1197700007042.0,2019-05-08 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"770, БФ",1197700007042.0,2019-05-08 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,8000.0,4036000.0,,,4028000.0,,,,,,4028000.0,4028000.0,,,,,,,,,,,,,,,,,
"770, БФ",1197700007042.0,2019-05-08 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,15001000.0,14904000.0,,,3931000.0,,,,,,3931000.0,3931000.0,,,,,,,,,,15001000.0,,,,,,,
"770, БФ",1197700007042.0,2019-05-08 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,41000.0,36000.0,,18000.0,585000.0,,,,,6000.0,-1000.0,603000.0,,,,,,,,,2000.0,39000.0,,,,,,,
"АЯ, БФ",1197700007120.0,2019-05-08 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"АЯ, БФ",1197700007120.0,2019-05-08 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"АЯ, БФ",1197700007120.0,2019-05-08 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"АЯ, БФ",1197700007120.0,2019-05-08 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"АЯ, БФ",1197700007120.0,2019-05-08 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"НАДЕЖДА, БФ",1197700007460.0,2019-05-20 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"НАДЕЖДА, БФ",1197700007460.0,2019-05-20 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"НАДЕЖДА, БФ",1197700007460.0,2019-05-20 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"НАДЕЖДА, БФ",1197700007460.0,2019-05-20 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,9000.0,9000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"НАДЕЖДА, БФ",1197700007460.0,2019-05-20 00:00:00,Действующая,Москва,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЛАНЕТА24, БФ",1197700007493.0,2019-05-20 00:00:00,Действующая,Москва,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЛАНЕТА24, БФ",1197700007493.0,2019-05-20 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЛАНЕТА24, БФ",1197700007493.0,2019-05-20 00:00:00,Действующая,Москва,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЛАНЕТА24, БФ",1197700007493.0,2019-05-20 00:00:00,Действующая,Москва,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
